inputfile,status,cpu_time,wall_time,host
array-fpi/ifeqn3.yml,OUT OF MEMORY,129.68,129.74,apollon101
array-fpi/ifeqn3f.yml,false(unreach-call),0.42,0.4,apollon152
array-fpi/ifeqn4.yml,OUT OF MEMORY,129.5,129.49,apollon132
array-fpi/ifeqn4f.yml,false(unreach-call),0.36,0.34,apollon085
array-fpi/ifeqn5.yml,OUT OF MEMORY,122.49,122.48,apollon075
array-fpi/ifeqn5f.yml,false(unreach-call),0.14,0.13,apollon152
array-fpi/ifncomp.yml,OUT OF MEMORY,153.82,153.81,apollon143
array-fpi/ifncompf.yml,false(unreach-call),0.2,0.17,apollon100
array-fpi/indp1f.yml,false(unreach-call),0.19,0.17,apollon104
array-fpi/indp2.yml,OUT OF MEMORY,109.79,109.84,apollon069
array-fpi/indp2f.yml,false(unreach-call),0.16,0.14,apollon066
array-fpi/indp3.yml,OUT OF MEMORY,182.25,182.25,apollon161
array-fpi/indp3f.yml,false(unreach-call),0.15,0.14,apollon061
array-fpi/indp4.yml,OUT OF MEMORY,178.54,178.62,apollon068
array-fpi/indp4f.yml,false(unreach-call),0.19,0.17,apollon061
array-fpi/indp5.yml,OUT OF MEMORY,142.1,142.16,apollon125
array-fpi/indp5f.yml,false(unreach-call),0.2,0.17,apollon108
array-fpi/modn.yml,OUT OF MEMORY,751.07,751.1,apollon161
array-fpi/modnf.yml,false(unreach-call),0.14,0.13,apollon132
